key,russian
meleeToolShovelT0StoneShovelDesc,"Каменная лопата, я хз как ею копают, инструмент который можно использовать для рытья грземлиязи, песка или снега.\nРемонтируется с помощью Ремонтного набора из говна и палок.\nПри разбирании выпадает маленький камень"
meleeWpnSledgeT0StoneSledgehammerDesc,"Кувалда - лучшее средство для того, что бы достучаться до зомби через их череп.\nРемонтируется с помощью Ремонтного набора из говна и палок.\nПри разбирании выпадает маленький камень"
gunBowT0PrimitiveBowDesc,"Подходит для охоты и убийства зомби.Особенно круто убивать убегающего оленя. Использует стрелы как боеприпасы.\nУдерживайте клавишу перезарядки 'R', чтобы использовать альтернативные боеприпасы.\nРемонтируется с помощью Ремонтного набора из говна и палок.\nПри разбирании выпадает маленький дерево"
meleeWpnSpearT0StoneSpearDesc,"У копья больше дальности действия, чем у другого оружия, и его также можно метать. (но потом хрен найдешь) \nРемонтируется с помощью Ремонтного набора из говна и палок.\nПри разбирании выпадает маленький камень"
smallEngineDesc,"Обычная деталь для автомобилей или генераторов.\n\n\nРемонтируется с помощью Ремонтного набора с синей изолентой."
meleeToolRepairT3NailgunDesc,"Гвоздомет - лучший инструмент для ремонта и модернизации базовых стен и неплохое оружие, если у вас конечно же есть гвозди.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает механические детали.' "
meleeToolPickT2SteelPickaxeDesc,"Стальная кирка лучше всего подходит для дробления камня и добычи полезных и не очень ископаемых. Добывает: Цинк, Карбон, Медь и Люминий.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeToolShovelT2SteelShovelDesc,"Стальная лопата очень прочная, можно даже треснуть опонента по чанику, идеальный инструмент для рытья земли, песка или снега.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeToolAxeT3ChainsawDesc,"Рубите самые большие деревья или головы зомби еще быстрее, чем Чак Норрис, с помощью этой замечательной бензопилы, которая использует бензин в качестве топлива.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает части двигателя."
meleeToolPickT3AugerDesc,"Раскачивайте свой шнек и вызывайте зависть у каждого шахтера, ваш шнек длиннее и толще, пускай они завидуют когда его увидят, что вы носите этот сексуальный шнек с бензиновым двигателем. (АСТАНАВИТЕСЬ!!!! ЭТО ТУПОЦЙ ЮМОР @переводчик).\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает части двигателя."
meleeWpnBladeT1CandyKnifeDesc,"Пора резать ВСЕХ вокруг!\nРегулярные атаки вызывают 1 кровотечение,а силовые атаки как минимум 2.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой."
meleeWpnBladeT3MacheteDesc,"Отлично подходит для рубки зомби, а иногда и деревьев, но кому нужны деревья, так же хорош для потрошения животных на мясо. Почувствуй себя настоящим мачо.\nРегулярные атаки вызывают 1 кровоточащую рану, а силовых как минимум 2.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeWpnClubT1CandyClubDesc,"Хорошего дня МАЗАФАКИ \n\n\nРемонтируется с помощью Ремонтного набора с синей изолентой."
meleeWpnClubT3SteelClubDesc,"Стальная булава прочна как никогда. И бошки колит круто Стальная булова!\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeWpnBatonT2StunBatonDesc,"После ее удара многие залипают.n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает детали дубинки."
meleeWpnBatonT3PlasmaBatonDesc,"Этот высокотехнологическая херабора, сделанная из мусора, может резатьь металл и имеет шанс расчленения и отчленения при каждом заряженном ударе."
meleeWpnSledgeT3SteelSledgehammerDesc,"Кувалда стальная, нержавеющая - тоже что и каменная только не ржавеет.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
gunExplosivesT3RocketLauncherDesc,"Ракетная установка стреляет реактивными гранатами. Почти как РПГ, только не РПГ.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает детали гранатомета."
gunBowT3CompoundBowDesc,"Составной лук наносит больше урона, а стрелы летят прямее прямого, что облегчает прицеливание для косоглазых стрелков.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
gunBowT3CompoundCrossbowDesc,"Арбалет перезаряжается медленно...оооооооочень медленнно.....он все еще перезаряжается......секунду........еще секунду.........почти......еще чуть чуть.....все....а нет.......вот теперь все, перезарядил, но наносит больше повреждений, чем лук.\nМожно стрелять под водой и заниматься подводной охотой.\nУдерживайте клавишу перезарядки 'R', чтобы использовать альтернативные боеприпасы.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
gunBotT2JunkTurretDesc,"Эту хрень можно перезаряжать и стрелять из нее как из ружья. В качестве боеприпасов он использует боеприпасы для роботизированной турели.\nВы также можете развернуть его на земле с помощью вторичного действия.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает детали робототехники."
gunBotT3JunkDroneDesc,items,Gun,"Crafted from robotic parts and scrap,"Созданный из деталей роботов нервомв игрАков и металлолома, дрон-робот станет лучшим спутником в апокалипсисе. Он может лечить вас, помогать в боях и переносить некоторые предметы. Может рассказывать не смешные анекдоты и пародировать вашу бывшую."
armorFirefightersHelmetDesc,"Этот шлем предлагает очень хорошую защиту и дополнительную термостойкость. Был создан при содействии Гучи и Жорика Армяна.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает металлолом."
meleeWpnBladeT3KatanaDesc,"Как и мачете отлично подходит для рубки зомби, деревьев, потрошения животных на мясо. Был создан мастером оружейником Хуясаки Нихуяки и заточен великим мастером Чмоки Чпоки\nРегулярные атаки вызывают 1 кровотечение, а силовые не менее 2-х.\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
gunBowT3CompoundCrossbowRepeaterRHDesc,"Этот составной лук лучше предыдущего, с него смогут попадать даже безрукие слепые стрелки, стрелы почти сами наводтся на цель!\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeToolSalvageT1CrowbarDesc,"Лучший инструмент для сбора деталей с транспортных средств и старых ТАЗОВ.\nРемонтируется с помощью Ремонтного набора с синей изолентой."
armorSwatHelmetRHDesc,"Тяжелая броня будет мешать вам, давить и натирать яички, но обеспечивает хорошую защиту.\nОна не защитит вас от непогоды. В ней сыро при дожде, а в пустыне вы будете медленно жарится как в духовке.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
armorFirefightersHelmetDesc,"У копья больше дальности действия, чем у другого оружия, а это еще и из нержавеки. С ним можно драться даже под дождем, а оно все так же будет сверкать как и ваше натертое хозяйство в Тяжелой броне.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeWpnSpearT3SteelSpearDesc,"Дабавьте вашему мнению больше веса. Пускай оно будет резать опонента как нож масло. Эти лезвия также могут быть полезны для потрошения животных.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
meleeWpnSledgeT3SteelSledgehammerDesc,"Стальной топор имеет прочное лезвие и отлично подходит для заготовки древесины. Стаким топором можно и в Магадан на лесоповал.\n\nРемонтируется с помощью Ремонтного набора с синей изолентой.\nПри разбирании выпадает жАлезо."
ElevatorV2_PR,"Грузовой Лифт"
ElevatorV2Camo_PR,"Грузовой Лифт Camo"
HJ_Gate_PR,"Гаражные ворота"
HJ_Door_PR,"Современные двери"
HJ_Door2_PR,"Современные двери 2"
ammoGasCanDesc,"Канистра с бензином. Может быть использована для заправки инструмента и транспорта.\nИзготавливается партиями по 10 штук.\nНе пейте бензин."
drinkJarGrainAlcoholDesc,"Можно приготовить на костре с помощью мерного стакана. Полезное дополнение к аптечке.\nЭто напоит вас, но может вызвать тошноту."
medicalBandageDirty,"Грязные бинты"
medicalBandageDirtyDesc,"Грязные повязки остановят кровотечение, но могут вызвать инфекцию. Их можно стерилизовать спиртом или кипятить в чистой воде.\nИспользуйте вторичное действие, чтобы лечить другого игрока."
itemTooltipFocusedOne,"{0} Собрать: {1}"
itemTooltipFocusedSeveral,"{0} Собрать: {2} из {1}"
lootEntity,"{0}: обыскать тело ({1}) ([3F8117]нетронуто[-])"
lootTooltipEmpty,"{1}: [AF1E19]пусто[-]"
lootTooltipNew,"{0}: обыскать ({1}) ([3F8117]нетронуто[-])"
lootTooltipTouched,"{0}: обыскать ({1})"
tooltipJammed,"{0} Использовать {1} ([AF1E19]заклинило[-])"
tooltipLocked,"{0} Использовать {1} ([AF1E19]заперто[-])"
tooltipUnlocked,"{0} Использовать {1} ([3F8117]открыто[-])"
itemTooltipFocusedOne,"[EEEE22]{0}[-] Собрать: {1}"
itemTooltipFocusedSeveral,"[EEEE22]{0}[-] Собрать: {2} из {1}"
lootEntity,"{0}: обыскать тело ({1}) [AAFF88](нетронуто)[-]"
lootItem,"Нажмите [EEEE22]{0}[-], чтобы подобрать предмет {1}"
lootTooltipEmpty,"{1}: [FFBB44]пусто[-]"
lootTooltipNew,"{0}: обыскать ({1}) [AAFF88](нетронуто)[-]"
lootTooltipTouched,"{0}: обыскать ({1})"
npcTooltipTalk,"Нажмите [EEEE22]{0}[-], чтобы поговорить с персонажем {1}"
tooltipInteract,"{1}: Для взаимодействия удерживайте [EEEE22]{0}[-]"
tooltipJammed,"{0} Использовать {1} ([DECEA3]заклинило[-])"
tooltipLocked,"{0} Использовать {1} ([EE9988]заперто[-])"
tooltipUnlocked,"{0} Использовать {1} ([AAFF88]открыто[-])"
ttLevelUp,"Повышение уровня! Теперь у вас уровень [EEEE22]{0}[-], и есть очков навыков для распределения: [AAFF88]{1}[-]."
useCampfire,"Нажмите [EEEE22]{0}[-], чтобы использовать"
useForge,"Нажмите [EEEE22]{0}[-], чтобы использовать"
useSecureDoor,"Нажмите [EEEE22]{0}[-], чтобы открыть"
useWorkstation,"Нажмите [EEEE22]{0}[-], чтобы использовать"
vendingMachineActivate,"{1}: [EEEE22]{0}[-] для взаимодействия"
pickupCrops,"Нажмите [EEEE22]{{0}}[-], чтобы подобрать: {0}{1}"
pickupPrompt,"Нажмите [EEEE22]{{0}}[-], чтобы подобрать: {0}"
perkASMiningToolsDesc,"+1% Увеличение урона по блоку и количества добываемых ресурсов\n+0,3% снижения выносливости\nза уровень"
perkASConstructionToolsDesc,"+1% Увеличение урона по блоку и количества добываемых ресурсов\n+0,3% снижения выносливости\nза уровень"
perkASBluntDesc,"+0.3% Урона и затрат выносливости\nза уровень\nОткрывает рецепты Ударных (тупых) предметов на уровнях. 20, 40, 60, 80 и 100"
perkASSledgehammersDesc,"+0.3% Урона и затрат выносливости\nза уровень\nОткрывает рецепты Кувалды на уровнях 20, 40, 60, 80 и 100"
perkASBladedDesc,"+0.3% Урона и затрат выносливости\nза уровень\nОткрывает рецепты Холодного оружия на уровнях 20, 40, 60, 80 и 100"
perkASElectricDesc,"+0.3% Урона и затрат выносливости\nза уровень\nРазблокирует рецепты Электрического оружия на уровнях 20, 60 и 100"
perkASJavelinDesc,"+0.3% Урона и затрат выносливости\nза уровень\nРазблокирует рецепты Копья на уровнях 20, 60 и 100"
perkASArcheryDesc,"+0.3% Урон\n+0.5% Точность и скорость перезарядки\nза уровень\nОткрывает рецепты Луков на уровнях 20, 40, 60, 80 и 100"
perkASPistolsDesc,"+0.3% Урон\n+0.5% Точность, скорость перезарядки и уменьшение отдачи\nза уровень\nОткрывает рецепты Пистолета на уровнях 20, 40, 60, 80 и 100"
perkASShotgunsDesc,"+0.3% Урон\n+0.5% Точность, скорость перезарядки и уменьшение отдачи\nза уровень\nОткрывает рецепты Дробовика на уровнях 20, 40, 60, 80 и 100"
perkASRiflesDesc,"+0.3% Урон\n+0.5% Точность, скорость перезарядки и уменьшение отдачи\nза уровень\nОткрывает рецепты Винтовок на уровнях 20, 40, 60, 80 и 100"
perkASAutomaticsDesc,"+0.3% Урон\n+0.5% Точность, скорость перезарядки и уменьшение отдачи\nза уровень\nОткрывает рецепты Автоматического оружия на уровнях 20, 40, 60, 80 и 100"
perkASBrawlerDesc,"+0.3% Урона и затрат выносливости\nза уровень\nОткрывает рецепты Кулачного оружия на уровнях 20, 60 и 100"
perkASTurretDesc,"+0.3% Урона и затрат выносливости\nза уровень\nОткрывает рецепты Турелей на уровнях 20, 40, 60, 80 и 100"
attactionskills,"Навыки действий"
attActionSkillsDesc,"Уровень навыков действий по мере их использования."
attActionSkillsName,"Атрибут: Навыки действия."
ttMToolsLevelUp,"Поздравляю ШАХТЕР! Твой навык работы с горными инструментами повысился!"
ttArcheryLevelUp,"Поздравляю ЛАГОВАЗ! Твой навык стрельбы из лука повысился!"
ttAutomaticsLevelUp,"Поздравляю ЧУДО-ЭЛЕКТРИК! Твой навык в автоматике повысился!"
ttBladedLevelUp,"Поздравляю РУБАКА! Твой навык оружия клинками повысился!"
ttPistolLevelUp,"Поздравляю ГРЯЗНЫЙ ГАРРИ! Твой навык обращения с пистолетами повысился!"
ttShotgunLevelUp,"Поздравляю МАСТЕР БУМ-ПАЛКИ! Твой навык обращения с Дробовиками повысился!"
ttCToolsLevelUp,"Поздравляю ДЖАМШУТ! Твой навык в строительных инструментах повысился!"
ttRiflesLevelUp,"Поздравляю МЕТКИЙ ГЛАЗ! Твой навык обращения с винтовками повысился!"
ttElectricLevelUp,"Поздравляю ПЕРВОБЫТНАЯ ОБЕЗЬЯНА! Твой умение обращаться с дубинками повысилось!"
ttTurretLevelUp,"Поздравляю ЗАЩИТНИК! Твой навык в турелях увеличился!"
ttJavelinLevelUp,"Поздравляю ЧУВАК С НЕПОНЯТНЫМ ОРУЖИЕМ! Твой навык оружия копьем повысился!"
ttBrawlerLevelUp,"Поздравляю ИСТЕРИЧКА! Твой навык скандалиста повысился!"
ttBluntLevelUp,"Поздравляю ДРОБИТЕЛЬ ЧЕРЕПОВ! Твой навык оружия дробящим оружия повысился!"
ttSledgehammersLevelUp,"Поздравляю ТОВАРИЩ СЛЕСАРЬ! Ваш навык оружия кувалдой повысился!"
ttAthleticsLevelUp,"Поздравляю ТОВАРИЩ ОБОСРАВШИЙСЯ! Ты бегаешь еще быстрее от зомби (Твой навык в легкой атлетике повысился)!"
perkMiningToolCraftingName,"Изготовление горного инструмента"
perkMiningToolCraftingDesc,"Узнайте, как создавать инструменты добычи полезных ископаемых."
reqASMiningToolsLevel10,"Требуется уровень горных инструментов 10"
reqASMiningToolsLevel20,"Требуется уровень горных инструментов 20"
reqASMiningToolsLevel30,"Требуется уровень горных инструментов 30"
reqASMiningToolsLevel40,"Требуется уровень горных инструментов 40"
reqASMiningToolsLevel50,"Требуется уровень горных инструментов 50"
reqASMiningToolsLevel60,"Требуется уровень горных инструментов 60"
reqASMiningToolsLevel70,"Требуется уровень горных инструментов 70"
reqASMiningToolsLevel80,"Требуется уровень горных инструментов 80"
reqASMiningToolsLevel90,"Требуется уровень горных инструментов 90"
reqASMiningToolsLevel100,"Требуется уровень горных инструментов 100"
perkMiningToolCraftingRank1Desc,"Инструменты из металлалома (точнее из говна и палок)"
perkMiningToolCraftingRank1LongDesc,"Разблокирует кирку и лопату металлолома."
perkMiningToolCraftingRank2Desc,"Железные инструменты"
perkMiningToolCraftingRank2LongDesc,"Открывает железную кирку и железную лопату."
perkMiningToolCraftingRank3Desc,"Стальные инструменты"
perkMiningToolCraftingRank3LongDesc,"Разблокирует стальную кирку и стальную лопату."
perkMiningToolCraftingRank4Desc,"Электроинструменты"
perkMiningToolCraftingRank4LongDesc,"Разблокирует шнек"
perkMiningToolCraftingRank5Desc,"Продвинутые инструменты"
perkMiningToolCraftingRank5LongDesc,"Разблокирует алюминиевую кирку."
reqASConstructionMiningToolsLevel10,"Требуется уровень строительных и горных инструментов 10"
reqASConstructionMiningToolsLevel20,"Требуется уровень строительных и горных инструментов 20"
reqASConstructionMiningToolsLevel30,"Требуется уровень строительных и горных инструментов 30"
reqASConstructionMiningToolsLevel40,"Требуется уровень строительных и горных инструментов 40"
reqASConstructionMiningToolsLevel50,"Требуется уровень строительных и горных инструментов 50"
reqASConstructionMiningToolsLevel60,"Требуется уровень строительных и горных инструментов 60"
reqASConstructionMiningToolsLevel70,"Требуется уровень строительных и горных инструментов 70"
reqASConstructionMiningToolsLevel80,"Требуется уровень строительных и горных инструментов 80"
reqASConstructionMiningToolsLevel90,"Требуется уровень строительных и горных инструментов 90"
reqASConstructionMiningToolsLevel100,"Требуется уровень строительных и горных инструментов 100"
perkConstructionToolCraftingName,"Изготовление строительных инструментов"
perkConstructionToolCraftingDesc,"Научитесь создавать строительные инструменты."
reqASConstructionToolsLevel10,"Требуется уровень строительных инструментов 10"
reqASConstructionToolsLevel20,"Требуется уровень строительных инструментов 20"
reqASConstructionToolsLevel30,"Требуется уровень строительных инструментов 30"
reqASConstructionToolsLevel40,"Требуется уровень строительных инструментов 40"
reqASConstructionToolsLevel50,"Требуется уровень строительных инструментов 50"
reqASConstructionToolsLevel60,"Требуется уровень строительных инструментов 60"
reqASConstructionToolsLevel70,"Требуется уровень строительных инструментов 70"
reqASConstructionToolsLevel80,"Требуется уровень строительных инструментов 80"
reqASConstructionToolsLevel90,"Требуется уровень строительных инструментов 90"
reqASConstructionToolsLevel100,"Требуется уровень строительных инструментов 100"
perkConstructionToolCraftingRank1Desc,"Инструменты металлалома (из говна и палок)"
perkConstructionToolCraftingRank1LongDesc,"Разблокирует ломный топор и молоток."
perkConstructionToolCraftingRank2Desc,"Железные инструменты"
perkConstructionToolCraftingRank2LongDesc,"Разблокирует железный топор и гаечный ключ."
perkConstructionToolCraftingRank3Desc,"Стальные инструменты"
perkConstructionToolCraftingRank3LongDesc,"Открывает стальной топор и трещотку."
perkConstructionToolCraftingRank4Desc,"Электроинструменты"
perkConstructionToolCraftingRank4LongDesc,"Разблокирует бензопилу, Гвоздомет и Шуруповерт."
perkConstructionToolCraftingRank5Desc,"Продвинутые инструменты"
perkConstructionToolCraftingRank5LongDesc,"Разблокирует алюминиевый топор."
perkBluntCraftingName,"Изготовление дробящего оружия"
perkBluntCraftingDesc,"Научитесь создавать тупое оружие."
reqASBluntLevel10,"Требуется уровень дробящего оружия 10"
reqASBluntLevel20,"Требуется уровень дробящего оружия 20"
reqASBluntLevel30,"Требуется уровень дробящего оружия 30"
reqASBluntLevel40,"Требуется уровень дробящего оружия 40"
reqASBluntLevel50,"Требуется уровень дробящего оружия 50"
reqASBluntLevel60,"Требуется уровень дробящего оружия 60"
reqASBluntLevel70,"Требуется уровень дробящего оружия 70"
reqASBluntLevel80,"Требуется уровень дробящего оружия 80"
reqASBluntLevel90,"Требуется уровень дробящего оружия 90"
reqASBluntLevel100,"Требуется уровень дробящего оружия 100"
perkBluntCraftingRank1Desc,"Криворукий"
perkBluntCraftingRank1LongDesc,"Разблокирует бейсбольную биту."
perkBluntCraftingRank2Desc,"Подмастерье"
perkBluntCraftingRank2LongDesc,"Разблокирует дубинку"
perkBluntCraftingRank3Desc,"Ученик"
perkBluntCraftingRank3LongDesc,"Открывает Стальную дубинку."
perkBluntCraftingRank4Desc,"Мастер"
perkBluntCraftingRank4LongDesc,"Разблокирует стальную биту."
perkBluntCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkBluntCraftingRank5LongDesc,"Разблокирует Хромированную дубинку настоящего поца"
perkSledgehammersCraftingName,"Изготовление кувалды"
perkSledgehammersCraftingDesc,"Научитесь делать кувалды."
reqASSledgehammersLevel10,"Требуется уровень Кувалды 10"
reqASSledgehammersLevel20,"Требуется уровень Кувалды 20"
reqASSledgehammersLevel30,"Требуется уровень Кувалды 30"
reqASSledgehammersLevel40,"Требуется уровень Кувалды 40"
reqASSledgehammersLevel50,"Требуется уровень Кувалды 50"
reqASSledgehammersLevel60,"Требуется уровень Кувалды 60"
reqASSledgehammersLevel70,"Требуется уровень Кувалды 70"
reqASSledgehammersLevel80,"Требуется уровень Кувалды 80"
reqASSledgehammersLevel90,"Требуется уровень Кувалды 90"
reqASSledgehammersLevel100,"Требуется уровень Кувалды 100"
perkSledgehammersCraftingRank1Desc,"Криворукий"
perkSledgehammersCraftingRank1LongDesc,"Открывает железную кувалду."
perkSledgehammersCraftingRank2Desc,"Подмастерье"
perkSledgehammersCraftingRank2LongDesc,"Открывает стальную кувалду"
perkSledgehammersCraftingRank3Desc,"Ученик"
perkSledgehammersCraftingRank3LongDesc,"Разблокирует сокрушитель ворот дешевых проституток."
perkBladedCraftingName,"Изготовление клинкового оружия"
perkBladedCraftingDesc,"Научитесь создавать Холодное оружие."
reqASBladedLevel10,"Требуется уровень холодного оружия 10"
reqASBladedLevel20,"Требуется уровень холодного оружия 20"
reqASBladedLevel30,"Требуется уровень холодного оружия 30"
reqASBladedLevel40,"Требуется уровень холодного оружия 40"
reqASBladedLevel50,"Требуется уровень холодного оружия 50"
reqASBladedLevel60,"Требуется уровень холодного оружия 60"
reqASBladedLevel70,"Требуется уровень холодного оружия 70"
reqASBladedLevel80,"Требуется уровень холодного оружия 80"
reqASBladedLevel90,"Требуется уровень холодного оружия 90"
reqASBladedLevel100,"Требуется уровень холодного оружия 100"
perkBladedCraftingRank1Desc,"Криворукий"
perkBladedCraftingRank1LongDesc,"Разблокирует из говна и палок (нож из металлолома)"
perkBladedCraftingRank2Desc,"Подмастерье"
perkBladedCraftingRank2LongDesc,"Разблокирует охотничий нож."
perkBladedCraftingRank3Desc,"Ученик"
perkBladedCraftingRank3LongDesc,"Открывает катану и мачете."
perkBladedCraftingRank4Desc,"Мастер"
perkBladedCraftingRank4LongDesc,"Открывает Кукри"
perkBladedCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkBladedCraftingRank5LongDesc,"Разблокирует Хромированную Мачета настоящего поца"
perkElectricCraftingName,"Изготовление электрического оружия"
perkElectricCraftingDesc,"Научитесь создавать электрическое оружие."
reqASElectricLevel10,"Требуется уровень электрического оружия 10"
reqASElectricLevel20,"Требуется уровень электрического оружия 20"
reqASElectricLevel30,"Требуется уровень электрического оружия 30"
reqASElectricLevel40,"Требуется уровень электрического оружия 40"
reqASElectricLevel50,"Требуется уровень электрического оружия 50"
reqASElectricLevel60,"Требуется уровень электрического оружия 60"
reqASElectricLevel70,"Требуется уровень электрического оружия 70"
reqASElectricLevel80,"Требуется уровень электрического оружия 80"
reqASElectricLevel90,"Требуется уровень электрического оружия 90"
reqASElectricLevel100,"Требуется уровень электрического оружия 100"
perkElectricCraftingRank1Desc,"Криворукий"
perkElectricCraftingRank1LongDesc,"Разблокирует роботизированного Пихалыча."
perkElectricCraftingRank2Desc,"Подмастерье"
perkElectricCraftingRank2LongDesc,"Разблокирует оглушающую дубинку."
perkElectricCraftingRank3Desc,"Мастер"
perkElectricCraftingRank3LongDesc,"Разблокирует Мусорную турель."
perkArcheryCraftingName,"Изготовление луков и арболетов"
perkArcheryCraftingDesc,"Узнайте, как создавать луки и арболеты."
reqASArcheryLevel10,"Требуется уровень луков и арболетов 10"
reqASArcheryLevel20,"Требуется уровень луков и арболетов 20"
reqASArcheryLevel30,"Требуется уровень луков и арболетов 30"
reqASArcheryLevel40,"Требуется уровень луков и арболетов 40"
reqASArcheryLevel50,"Требуется уровень луков и арболетов 50"
reqASArcheryLevel60,"Требуется уровень луков и арболетов 60"
reqASArcheryLevel70,"Требуется уровень луков и арболетов 70"
reqASArcheryLevel80,"Требуется уровень луков и арболетов 80"
reqASArcheryLevel90,"Требуется уровень луков и арболетов 90"
reqASArcheryLevel100,"Требуется уровень луков и арболетов 100"
perkArcheryCraftingRank1Desc,"Криворукий"
perkArcheryCraftingRank1LongDesc,"Разблокирует примитивный арбалет и лук Флетчера."
perkArcheryCraftingRank2Desc,"Подмастерье"
perkArcheryCraftingRank2LongDesc,"Выполнение достижения открывает железный арбалет и деревянный лук."
perkArcheryCraftingRank3Desc,"Ученик"
perkArcheryCraftingRank3LongDesc,"Разблокирует составной лук и составной арбалет."
perkArcheryCraftingRank4Desc,"Мастер"
perkArcheryCraftingRank4LongDesc,"Открывает изогнутый лук, изогнутый арбалет и стрелы из углеродного волокна."
perkArcheryCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkArcheryCraftingRank5LongDesc,"Выполнение достижения открывает репитер арбалета, комбинированный лук с гибридным кулачком и комбинированный арбалет с гибридным кулачком."
perkPistolsCraftingName,"Изготовление Пистолетов"
perkPistolsCraftingDesc,"Узнайте, как создавать пистолеты."
reqASPistolsLevel10,"Требуется уровень пистолетов 10"
reqASPistolsLevel20,"Требуется уровень пистолетов 20"
reqASPistolsLevel30,"Требуется уровень пистолетов 30"
reqASPistolsLevel40,"Требуется уровень пистолетов 40"
reqASPistolsLevel50,"Требуется уровень пистолетов 50"
reqASPistolsLevel60,"Требуется уровень пистолетов 60"
reqASPistolsLevel70,"Требуется уровень пистолетов 70"
reqASPistolsLevel80,"Требуется уровень пистолетов 80"
reqASPistolsLevel90,"Требуется уровень пистолетов 90"
reqASPistolsLevel100,"Требуется уровень пистолетов 100"
perkPistolsCraftingRank1Desc,"Криворукий"
perkPistolsCraftingRank1LongDesc,"Разблокирует пистолет."
perkPistolsCraftingRank2Desc,"Подмастерье"
perkPistolsCraftingRank2LongDesc,"Разблокирует 44 Magnum."
perkPistolsCraftingRank3Desc,"Ученик"
perkPistolsCraftingRank3LongDesc,"Разблокирует SMG"
perkPistolsCraftingRank4Desc,"Мастер"
perkPistolsCraftingRank4LongDesc,"Разблокирует Desert Eagle"
perkPistolsCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkPistolsCraftingRank5LongDesc,"Разблокирует 38 Colt, Colt 1911, Thompson, Glock, Mac 10"
perkShotgunsCraftingName,"Изготовление Дробовиков"
perkShotgunsCraftingDesc,"Узнайте, как создавать Дробовики."
reqASShotgunsLevel10,"Требуется уровень оружия Дробовиком 10"
reqASShotgunsLevel20,"Требуется уровень оружия Дробовиком 20"
reqASShotgunsLevel30,"Требуется уровень оружия Дробовиком 30"
reqASShotgunsLevel40,"Требуется уровень оружия Дробовиком 40"
reqASShotgunsLevel50,"Требуется уровень оружия Дробовиком 50"
reqASShotgunsLevel60,"Требуется уровень оружия Дробовиком 60"
reqASShotgunsLevel70,"Требуется уровень оружия Дробовиком 70"
reqASShotgunsLevel80,"Требуется уровень оружия Дробовиком 80"
reqASShotgunsLevel90,"Требуется уровень оружия Дробовиком 90"
reqASShotgunsLevel100,"Требуется уровень оружия Дробовиком 100"
perkShotgunsCraftingRank1Desc,"Криворукий"
perkShotgunsCraftingRank1LongDesc,"Разблокирует ствол 'двухстволки'."
perkShotgunsCraftingRank2Desc,"Подмастерье"
perkShotgunsCraftingRank2LongDesc,"блокирует Помповый Дробовик"
perkShotgunsCraftingRank3Desc,"Ученик"
perkShotgunsCraftingRank3LongDesc,"Разблокирует автоматический Дробовик."
perkShotgunsCraftingRank4Desc,"Мастер"
perkShotgunsCraftingRank4LongDesc,"Разблокирует KSG12"
perkShotgunsCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkShotgunsCraftingRank5LongDesc,"Разблокирует Winchester"
perkAutomaticsCraftingName,"Изготовление Автоматов-Калашей"
perkAutomaticsCraftingDesc,"Узнайте, как создавать автоматическое оружие."
reqASAutomaticsLevel10,"Требуется уровень оружия автоматическим оружием 10"
reqASAutomaticsLevel20,"Требуется уровень оружия автоматическим оружием 20"
reqASAutomaticsLevel30,"Требуется уровень оружия автоматическим оружием 30"
